lambda n k
796e-9 1.73583 0.05364
797e-9 1.73586 0.05371
798e-9 1.73587 0.05414
799e-9 1.7359 0.05384
800e-9 1.73591 0.05354
801e-9 1.73592 0.05251
802e-9 1.73594 0.05625
803e-9 1.73596 0.05411
804e-9 1.73604 0.05381
805e-9 1.73605 0.0524
806e-9 1.73606 0.05985
807e-9 1.7361 0.05475
808e-9 1.73612 0.0563
809e-9 1.73614 0.05266
810e-9 1.73617 0.04901
811e-9 1.73626 0.04944
812e-9 1.73634 0.05174
813e-9 1.73642 0.04957
814e-9 1.73651 0.05672
815e-9 1.73658 0.05044
816e-9 1.73666 0.04863
817e-9 1.73676 0.05543
818e-9 1.73682 0.05025
819e-9 1.73689 0.05218
820e-9 1.73694 0.05713
821e-9 1.73704 0.0493
822e-9 1.73709 0.05275
823e-9 1.73714 0.04603
824e-9 1.73719 0.04797
825e-9 1.73724 0.0537
826e-9 1.7373 0.05036
827e-9 1.73736 0.05762
828e-9 1.73742 0.05997
829e-9 1.73744 0.05624
830e-9 1.73749 0.04832
831e-9 1.7376 0.05676
832e-9 1.73765 0.05454
833e-9 1.73771 0.05155
834e-9 1.73778 0.05352
835e-9 1.73783 0.05244
836e-9 1.73791 0.04944
837e-9 1.73798 0.04834
838e-9 1.73802 0.0461
839e-9 1.73804 0.04846
840e-9 1.7381 0.05352
841e-9 1.73817 0.04202
842e-9 1.73825 0.04825
843e-9 1.73835 0.04173
844e-9 1.7384 0.04759
845e-9 1.73846 0.05113
846e-9 1.73851 0.0446
847e-9 1.73858 0.04543
848e-9 1.73868 0.04587
849e-9 1.73876 0.04592
850e-9 1.73884 0.04481
851e-9 1.73893 0.05032
852e-9 1.73901 0.05155
853e-9 1.73907 0.04888
854e-9 1.73914 0.0505
855e-9 1.73918 0.05291
856e-9 1.73917 0.04748
857e-9 1.73917 0.04282
858e-9 1.73921 0.04484
859e-9 1.73928 0.04568
860e-9 1.73935 0.04928
861e-9 1.73938 0.04539
862e-9 1.73937 0.04939
863e-9 1.73936 0.04945
864e-9 1.73935 0.04
865e-9 1.73931 0.03807
866e-9 1.73925 0.0389
867e-9 1.73917 0.04531
868e-9 1.73912 0.04058
869e-9 1.73903 0.05179
870e-9 1.73898 0.04507
871e-9 1.73895 0.04272
872e-9 1.73887 0.04117
873e-9 1.73882 0.04922
874e-9 1.73876 0.04207
875e-9 1.73872 0.05335
876e-9 1.73866 0.04497
877e-9 1.73857 0.04744
878e-9 1.73848 0.04065
879e-9 1.7384 0.03586
880e-9 1.73829 0.04195
881e-9 1.73818 0.03877
882e-9 1.73806 0.05175
883e-9 1.73799 0.04938
884e-9 1.73789 0.04052
885e-9 1.73779 0.03813
886e-9 1.73769 0.04346
887e-9 1.73768 0.04717
888e-9 1.73758 0.046
889e-9 1.73755 0.04523
890e-9 1.7375 0.04692
891e-9 1.73748 0.05228
892e-9 1.73748 0.04457
893e-9 1.73747 0.04871
894e-9 1.73754 0.04057
895e-9 1.73759 0.04021
896e-9 1.73761 0.04148
897e-9 1.73775 0.04153
898e-9 1.73788 0.04363
899e-9 1.73801 0.04492
900e-9 1.73813 0.04621
