lambda n k
693e-9 1.91533 0.23423
694e-9 1.91765 0.23625
695e-9 1.92016 0.23821
696e-9 1.92277 0.24014
697e-9 1.9256 0.24197
698e-9 1.92859 0.24373
699e-9 1.9317 0.24543
700e-9 1.93508 0.24696
701e-9 1.93858 0.24842
702e-9 1.94227 0.24975
703e-9 1.94618 0.25091
704e-9 1.95022 0.25198
705e-9 1.95447 0.25285
706e-9 1.95886 0.25356
707e-9 1.96335 0.25416
708e-9 1.96801 0.25451
709e-9 1.97273 0.25472
710e-9 1.97754 0.25478
711e-9 1.98243 0.25458
712e-9 1.98735 0.25425
713e-9 1.99232 0.25369
714e-9 1.99731 0.25292
715e-9 2.0023 0.25201
716e-9 2.00729 0.2508
717e-9 2.01226 0.24941
718e-9 2.01721 0.24785
719e-9 2.02209 0.24597
720e-9 2.02693 0.24393
721e-9 2.0317 0.24166
722e-9 2.03638 0.2391
723e-9 2.041 0.23638
724e-9 2.04549 0.23335
725e-9 2.04988 0.2301
726e-9 2.05419 0.2267
727e-9 2.05831 0.22297
728e-9 2.06234 0.21911
729e-9 2.06624 0.21509
730e-9 2.06996 0.21085
731e-9 2.07357 0.20652
732e-9 2.077 0.20202
733e-9 2.08025 0.1974
734e-9 2.0834 0.19269
735e-9 2.08628 0.18785
736e-9 2.08902 0.18294
737e-9 2.09161 0.17797
738e-9 2.09391 0.1729
739e-9 2.09608 0.1678
740e-9 2.09803 0.16266
741e-9 2.09972 0.15748
742e-9 2.10126 0.15228
743e-9 2.1025 0.14706
744e-9 2.10353 0.14185
745e-9 2.10439 0.13663
746e-9 2.10486 0.13144
747e-9 2.10517 0.12627
748e-9 2.10525 0.12112
749e-9 2.10504 0.11602
750e-9 2.1047 0.11095
751e-9 2.1041 0.10593
752e-9 2.10331 0.10098
753e-9 2.1024 0.09608
754e-9 2.10124 0.09127
755e-9 2.09997 0.08653
756e-9 2.09857 0.08185
757e-9 2.09697 0.07731
758e-9 2.09529 0.07284
759e-9 2.09349 0.06848
760e-9 2.09155 0.06425
761e-9 2.08955 0.06011
762e-9 2.08743 0.05613
763e-9 2.08524 0.05228
764e-9 2.083 0.04852
765e-9 2.08066 0.045
766e-9 2.07829 0.04159
767e-9 2.07587 0.03832
768e-9 2.0734 0.03528
769e-9 2.07092 0.03236
770e-9 2.0684 0.02965
771e-9 2.06587 0.02714
772e-9 2.06333 0.02474
773e-9 2.06077 0.02257
774e-9 2.05821 0.02054
775e-9 2.05565 0.01862
776e-9 2.05308 0.01691
777e-9 2.05052 0.01529
778e-9 2.04796 0.0138
779e-9 2.04541 0.01247
780e-9 2.04287 0.01121
781e-9 2.04036 0.01009
782e-9 2.03786 0.00907
783e-9 2.03537 0.00811
784e-9 2.03293 0.00729
785e-9 2.03051 0.00653
786e-9 2.02811 0.00584
787e-9 2.02577 0.00524
788e-9 2.02345 0.00469
789e-9 2.02118 0.0042
790e-9 2.01896 0.00377
791e-9 2.01678 0.00337
792e-9 2.01466 0.00302
793e-9 2.0126 0.0027
794e-9 2.01057 0.00241
795e-9 2.00864 0.00215
796e-9 2.00675 0.0019
797e-9 2.00491 0.00167
798e-9 2.00315 0.00147
799e-9 2.00142 0.00128
800e-9 1.99975 0.00111
