lambda n k
790e-9 2.05477 7.98738e-05
791e-9 2.05444 7.67932e-05
792e-9 2.05411 7.37126e-05
793e-9 2.05379 7.0632e-05
794e-9 2.05346 6.75514e-05
795e-9 2.05313 6.44708e-05
796e-9 2.0528 6.13902e-05
797e-9 2.05247 5.83096e-05
798e-9 2.05215 5.5229e-05
799e-9 2.05182 5.21484e-05
800e-9 2.05149 4.90678e-05
801e-9 2.05118 4.716e-05
802e-9 2.05088 4.52521e-05
803e-9 2.05057 4.33443e-05
804e-9 2.05026 4.14364e-05
805e-9 2.04996 3.95286e-05
806e-9 2.04965 3.76207e-05
807e-9 2.04934 3.57129e-05
808e-9 2.04903 3.3805e-05
809e-9 2.04873 3.18972e-05
810e-9 2.04842 2.99893e-05
811e-9 2.04813 2.88154e-05
812e-9 2.04784 2.76415e-05
813e-9 2.04756 2.64676e-05
814e-9 2.04727 2.52937e-05
815e-9 2.04698 2.41198e-05
816e-9 2.04669 2.29459e-05
817e-9 2.0464 2.1772e-05
818e-9 2.04612 2.05981e-05
819e-9 2.04583 1.94242e-05
820e-9 2.04554 1.82503e-05
821e-9 2.04527 1.7532e-05
822e-9 2.045 1.68137e-05
823e-9 2.04472 1.60954e-05
824e-9 2.04445 1.53771e-05
825e-9 2.04418 1.46588e-05
826e-9 2.04391 1.39404e-05
827e-9 2.04364 1.32221e-05
828e-9 2.04336 1.25038e-05
829e-9 2.04309 1.17855e-05
830e-9 2.04282 1.10672e-05
831e-9 2.04256 1.06297e-05
832e-9 2.04231 1.01922e-05
833e-9 2.04205 9.75474e-06
834e-9 2.0418 9.31725e-06
835e-9 2.04154 8.87976e-06
836e-9 2.04128 8.44227e-06
837e-9 2.04103 8.00478e-06
838e-9 2.04077 7.5673e-06
839e-9 2.04052 7.12981e-06
840e-9 2.04026 6.69232e-06
841e-9 2.04002 6.42689e-06
842e-9 2.03977 6.16145e-06
843e-9 2.03953 5.89602e-06
844e-9 2.03929 5.63058e-06
845e-9 2.03905 5.36515e-06
846e-9 2.0388 5.09972e-06
847e-9 2.03856 4.83428e-06
848e-9 2.03832 4.56885e-06
849e-9 2.03807 4.30341e-06
850e-9 2.03783 4.03798e-06
851e-9 2.0376 3.87744e-06
852e-9 2.03737 3.7169e-06
853e-9 2.03714 3.55636e-06
854e-9 2.03691 3.39582e-06
855e-9 2.03668 3.23528e-06
856e-9 2.03645 3.07473e-06
857e-9 2.03622 2.91419e-06
858e-9 2.03599 2.75365e-06
859e-9 2.03576 2.59311e-06
860e-9 2.03553 2.43257e-06
861e-9 2.03531 2.33571e-06
862e-9 2.03509 2.23885e-06
863e-9 2.03487 2.14199e-06
864e-9 2.03465 2.04513e-06
865e-9 2.03444 1.94827e-06
866e-9 2.03422 1.8514e-06
867e-9 2.034 1.75454e-06
868e-9 2.03378 1.65768e-06
869e-9 2.03356 1.56082e-06
870e-9 2.03334 1.46396e-06
871e-9 2.03313 1.40563e-06
872e-9 2.03292 1.3473e-06
873e-9 2.03272 1.28896e-06
874e-9 2.03251 1.23063e-06
875e-9 2.0323 1.1723e-06
876e-9 2.03209 1.11397e-06
877e-9 2.03188 1.05563e-06
878e-9 2.03168 9.97302e-07
879e-9 2.03147 9.3897e-07
880e-9 2.03126 8.80638e-07
881e-9 2.03106 8.45553e-07
882e-9 2.03086 8.10468e-07
883e-9 2.03067 7.75383e-07
884e-9 2.03047 7.40298e-07
885e-9 2.03027 7.05213e-07
886e-9 2.03007 6.70127e-07
887e-9 2.02987 6.35042e-07
888e-9 2.02968 5.99957e-07
889e-9 2.02948 5.64872e-07
890e-9 2.02928 5.29787e-07
891e-9 2.02909 5.087e-07
892e-9 2.0289 4.87613e-07
893e-9 2.02871 4.66527e-07
894e-9 2.02852 4.4544e-07
895e-9 2.02834 4.24353e-07
896e-9 2.02815 4.03266e-07
897e-9 2.02796 3.82179e-07
898e-9 2.02777 3.61093e-07
899e-9 2.02758 3.40006e-07
900e-9 2.02739 3.18919e-07
901e-9 2.02721 3.06248e-07
902e-9 2.02703 2.93577e-07
903e-9 2.02685 2.80907e-07
904e-9 2.02667 2.68236e-07
905e-9 2.02649 2.55565e-07
906e-9 2.02631 2.42894e-07
907e-9 2.02613 2.30223e-07
908e-9 2.02595 2.17553e-07
909e-9 2.02577 2.04882e-07
910e-9 2.02559 1.92211e-07
911e-9 2.02542 1.84596e-07
912e-9 2.02525 1.7698e-07
913e-9 2.02507 1.69365e-07
914e-9 2.0249 1.61749e-07
915e-9 2.02473 1.54134e-07
916e-9 2.02456 1.46518e-07
917e-9 2.02439 1.38903e-07
