lambda n k
698e-9 1.62899 0.0
699e-9 1.62895 0.0
700e-9 1.62891 0.0
701e-9 1.62887 0.0
702e-9 1.62883 0.0
703e-9 1.62879 0.0
704e-9 1.62875 0.0
705e-9 1.62871 0.0
706e-9 1.62867 0.0
707e-9 1.62863 0.0
708e-9 1.62859 0.0
709e-9 1.62855 0.0
710e-9 1.62851 0.0
711e-9 1.62847 0.0
712e-9 1.62843 0.0
713e-9 1.62839 0.0
714e-9 1.62835 0.0
715e-9 1.62831 0.0
716e-9 1.62826 0.0
717e-9 1.62822 0.0
718e-9 1.62818 0.0
719e-9 1.62813 0.0
720e-9 1.62808 0.0
721e-9 1.62804 0.0
722e-9 1.62799 0.0
723e-9 1.62794 0.0
724e-9 1.62789 0.0
725e-9 1.62784 0.0
726e-9 1.62779 0.0
727e-9 1.62773 0.0
728e-9 1.62768 0.0
729e-9 1.62762 0.0
730e-9 1.62756 0.0
731e-9 1.6275 0.0
732e-9 1.62744 0.0
733e-9 1.62738 0.0
734e-9 1.62732 0.0
735e-9 1.62725 0.0
736e-9 1.62718 0.0
737e-9 1.62711 0.0
738e-9 1.62704 0.0
739e-9 1.62697 0.0
740e-9 1.62689 0.0
741e-9 1.62682 0.0
742e-9 1.62674 0.0
743e-9 1.62666 0.0
744e-9 1.62658 0.0
745e-9 1.6265 0.0
746e-9 1.62642 0.0
747e-9 1.62634 0.0
748e-9 1.62626 0.0
749e-9 1.62617 0.0
750e-9 1.62609 0.0
751e-9 1.626 0.0
752e-9 1.62592 0.0
753e-9 1.62583 0.0
754e-9 1.62574 0.0
755e-9 1.62566 0.0
756e-9 1.62557 0.0
757e-9 1.62548 0.0
758e-9 1.6254 0.0
759e-9 1.62531 0.0
760e-9 1.62522 0.0
761e-9 1.62513 0.0
762e-9 1.62505 0.0
763e-9 1.62496 0.0
764e-9 1.62487 0.0
765e-9 1.62479 0.0
766e-9 1.6247 0.0
767e-9 1.62462 0.0
768e-9 1.62453 0.0
769e-9 1.62445 0.0
770e-9 1.62437 0.0
771e-9 1.62428 0.0
772e-9 1.6242 0.0
773e-9 1.62412 0.0
774e-9 1.62404 0.0
775e-9 1.62396 0.0
776e-9 1.62388 0.0
777e-9 1.62381 0.0
778e-9 1.62373 0.0
779e-9 1.62366 0.0
780e-9 1.62358 0.0
781e-9 1.62351 0.0
782e-9 1.62344 0.0
783e-9 1.62337 0.0
784e-9 1.6233 0.0
785e-9 1.62324 0.0
786e-9 1.62317 0.0
787e-9 1.62311 0.0
788e-9 1.62304 0.0
789e-9 1.62298 0.0
790e-9 1.62292 0.0
791e-9 1.62286 0.0
792e-9 1.6228 0.0
793e-9 1.62275 0.0
794e-9 1.62269 0.0
795e-9 1.62263 0.0
796e-9 1.62258 0.0
797e-9 1.62252 0.0
798e-9 1.62247 0.0
799e-9 1.62242 0.0
800e-9 1.62237 0.0
