lambda n k
757e-9 1.63855 0.0
758e-9 1.6384 0.0
759e-9 1.63825 0.0
760e-9 1.6381 0.0
761e-9 1.63795 0.0
762e-9 1.63779 0.0
763e-9 1.63764 0.0
764e-9 1.63749 0.0
765e-9 1.63734 0.0
766e-9 1.63718 0.0
767e-9 1.63703 0.0
768e-9 1.63688 0.0
769e-9 1.63673 0.0
770e-9 1.63658 0.0
771e-9 1.63642 0.0
772e-9 1.63627 0.0
773e-9 1.63621 0.0
774e-9 1.63627 0.0
775e-9 1.63634 0.0
776e-9 1.6364 0.0
777e-9 1.63647 0.0
778e-9 1.63653 0.0
779e-9 1.6366 0.0
780e-9 1.63666 0.0
781e-9 1.63673 0.0
782e-9 1.63679 0.0
783e-9 1.63686 0.0
784e-9 1.63692 0.0
785e-9 1.63699 0.0
786e-9 1.63706 0.0
787e-9 1.63712 0.0
788e-9 1.63719 0.0
789e-9 1.63725 0.0
790e-9 1.63732 0.0
791e-9 1.63738 0.0
792e-9 1.63745 0.0
793e-9 1.63751 0.0
794e-9 1.63758 0.0
795e-9 1.63764 0.0
796e-9 1.63771 0.0
797e-9 1.63777 0.0
798e-9 1.63778 0.0
799e-9 1.63778 0.0
800e-9 1.63778 0.0
801e-9 1.63778 0.0
802e-9 1.63778 0.0
803e-9 1.63778 0.0
804e-9 1.63778 0.0
805e-9 1.63778 0.0
806e-9 1.63778 0.0
807e-9 1.63778 0.0
808e-9 1.63778 0.0
809e-9 1.63778 0.0
810e-9 1.63778 0.0
811e-9 1.63778 0.0
812e-9 1.63778 0.0
813e-9 1.63778 0.0
814e-9 1.63778 0.0
815e-9 1.63778 0.0
816e-9 1.63778 0.0
817e-9 1.63778 0.0
818e-9 1.63778 0.0
819e-9 1.63778 0.0
820e-9 1.63778 0.0
821e-9 1.63778 0.0
822e-9 1.63778 0.0
823e-9 1.63778 0.0
824e-9 1.63778 0.0
825e-9 1.63778 0.0
826e-9 1.63778 0.0
827e-9 1.63778 0.0
828e-9 1.63778 0.0
829e-9 1.63778 0.0
830e-9 1.63778 0.0
831e-9 1.63778 0.0
832e-9 1.63778 0.0
833e-9 1.63778 0.0
834e-9 1.63778 0.0
835e-9 1.63778 0.0
836e-9 1.63778 0.0
837e-9 1.63778 0.0
838e-9 1.63778 0.0
839e-9 1.63778 0.0
840e-9 1.63778 0.0
841e-9 1.63778 0.0
842e-9 1.63778 0.0
843e-9 1.63778 0.0
844e-9 1.63778 0.0
845e-9 1.63778 0.0
846e-9 1.63778 0.0
847e-9 1.63778 0.0
848e-9 1.63778 0.0
849e-9 1.63778 0.0
850e-9 1.63778 0.0
851e-9 1.63778 0.0
852e-9 1.63778 0.0
853e-9 1.63778 0.0
854e-9 1.63778 0.0
855e-9 1.63778 0.0
856e-9 1.63778 0.0
857e-9 1.63778 0.0
858e-9 1.63778 0.0
859e-9 1.63778 0.0
860e-9 1.63778 0.0
861e-9 1.63778 0.0
862e-9 1.63777 0.0
863e-9 1.63764 0.0
864e-9 1.63751 0.0
865e-9 1.63738 0.0
866e-9 1.63725 0.0
867e-9 1.63712 0.0
868e-9 1.63698 0.0
869e-9 1.63685 0.0
870e-9 1.63672 0.0
871e-9 1.63659 0.0
872e-9 1.63646 0.0
873e-9 1.63633 0.0
874e-9 1.6362 0.0
875e-9 1.63607 0.0
876e-9 1.63594 0.0
877e-9 1.63581 0.0
878e-9 1.63568 0.0
879e-9 1.63555 0.0
