lambda n k
762e-9 1.94543 0.00162
763e-9 1.94525 0.00148
764e-9 1.94506 0.00134
765e-9 1.94488 0.0012
766e-9 1.94461 0.00107
767e-9 1.9443 0.000940746
768e-9 1.94398 0.000815538
769e-9 1.94366 0.000690331
770e-9 1.94334 0.000565124
771e-9 1.94303 0.000439916
772e-9 1.94271 0.000314709
773e-9 1.94239 0.000189501
774e-9 1.94207 6.42936e-05
775e-9 1.9418 0.0
776e-9 1.94157 0.0
777e-9 1.94133 0.0
778e-9 1.9411 0.0
779e-9 1.94087 0.0
780e-9 1.94064 0.0
781e-9 1.94041 0.0
782e-9 1.94017 0.0
783e-9 1.93994 0.0
784e-9 1.93971 0.0
785e-9 1.93946 0.0
786e-9 1.93921 0.0
787e-9 1.93896 0.0
788e-9 1.93872 0.0
789e-9 1.93847 0.0
790e-9 1.93822 0.0
791e-9 1.93797 0.0
792e-9 1.93772 0.0
793e-9 1.93747 0.0
794e-9 1.93723 0.0
795e-9 1.937 0.0
796e-9 1.93677 0.0
797e-9 1.93654 0.0
798e-9 1.93631 0.0
799e-9 1.93607 0.0
800e-9 1.93584 0.0
