lambda n k
741e-9 0.0329 5.1244
742e-9 0.0327 5.1322
743e-9 0.0326 5.1401
744e-9 0.0324 5.1479
745e-9 0.0322 5.1557
746e-9 0.032 5.1636
747e-9 0.0318 5.1714
748e-9 0.0316 5.1793
749e-9 0.0314 5.1871
750e-9 0.0312 5.1949
751e-9 0.031 5.2028
752e-9 0.0308 5.2106
753e-9 0.0306 5.2184
754e-9 0.0304 5.2263
755e-9 0.0302 5.2341
756e-9 0.03 5.242
757e-9 0.0302 5.2494
758e-9 0.0303 5.2568
759e-9 0.0305 5.2642
760e-9 0.0307 5.2716
761e-9 0.0308 5.2791
762e-9 0.031 5.2865
763e-9 0.0311 5.2939
764e-9 0.0313 5.3013
765e-9 0.0314 5.3087
766e-9 0.0316 5.3162
767e-9 0.0317 5.3236
768e-9 0.0319 5.331
769e-9 0.032 5.3384
770e-9 0.0322 5.3458
771e-9 0.0323 5.3533
772e-9 0.0325 5.3607
773e-9 0.0326 5.3681
774e-9 0.0328 5.3755
775e-9 0.0329 5.3829
776e-9 0.0331 5.3904
777e-9 0.0333 5.3978
778e-9 0.0334 5.4052
779e-9 0.0336 5.4126
780e-9 0.0337 5.42
781e-9 0.0339 5.4275
782e-9 0.034 5.4349
783e-9 0.0342 5.4423
784e-9 0.0343 5.4497
785e-9 0.0345 5.4571
786e-9 0.0346 5.4646
787e-9 0.0348 5.472
788e-9 0.0349 5.4794
789e-9 0.0351 5.4868
790e-9 0.0352 5.4942
791e-9 0.0354 5.5017
792e-9 0.0355 5.5091
793e-9 0.0357 5.5165
794e-9 0.0359 5.5239
795e-9 0.036 5.5314
796e-9 0.0362 5.5388
797e-9 0.0363 5.5462
798e-9 0.0365 5.5536
799e-9 0.0366 5.561
800e-9 0.0368 5.5685
801e-9 0.0369 5.5759
802e-9 0.0371 5.5833
803e-9 0.0372 5.5907
804e-9 0.0374 5.5981
805e-9 0.0375 5.6056
806e-9 0.0377 5.613
807e-9 0.0378 5.6204
808e-9 0.038 5.6278
809e-9 0.0381 5.6352
810e-9 0.0383 5.6427
811e-9 0.0385 5.6501
812e-9 0.0386 5.6575
813e-9 0.0388 5.6649
814e-9 0.0389 5.6723
815e-9 0.0391 5.6798
816e-9 0.0392 5.6872
817e-9 0.0394 5.6946
818e-9 0.0395 5.702
819e-9 0.0397 5.7094
820e-9 0.0398 5.7169
821e-9 0.04 5.7243
822e-9 0.04 5.7325
823e-9 0.04 5.7408
824e-9 0.04 5.749
825e-9 0.04 5.7573
826e-9 0.04 5.7656
827e-9 0.04 5.7739
828e-9 0.04 5.7822
829e-9 0.04 5.7904
830e-9 0.04 5.7987
831e-9 0.04 5.807
832e-9 0.04 5.8153
833e-9 0.04 5.8236
834e-9 0.04 5.8319
835e-9 0.04 5.8401
836e-9 0.04 5.8484
837e-9 0.04 5.8567
838e-9 0.04 5.865
839e-9 0.04 5.8733
840e-9 0.04 5.8815
841e-9 0.04 5.8898
842e-9 0.04 5.8981
843e-9 0.04 5.9064
844e-9 0.04 5.9147
845e-9 0.04 5.9229
846e-9 0.04 5.9312
847e-9 0.04 5.9395
848e-9 0.04 5.9478
849e-9 0.04 5.9561
850e-9 0.04 5.9643
851e-9 0.04 5.9726
852e-9 0.04 5.9809
853e-9 0.04 5.9892
854e-9 0.04 5.9975
855e-9 0.04 6.0058
856e-9 0.04 6.014
857e-9 0.04 6.0223
858e-9 0.04 6.0306
859e-9 0.04 6.0389
860e-9 0.04 6.0472
861e-9 0.04 6.0554
862e-9 0.04 6.0637
863e-9 0.04 6.072
864e-9 0.04 6.0803
865e-9 0.04 6.0886
866e-9 0.04 6.0968
867e-9 0.04 6.1051
